Date	mean_cfs	Qual_Flag	Data_Source
10/1/2004	0.5	1	DWR
10/2/2004	0.5	1	DWR
10/3/2004	0.6	1	DWR
10/4/2004	0.6	1	DWR
10/5/2004	0.6	1	DWR
10/6/2004	0.6	1	DWR
10/7/2004	0.7	1	DWR
10/8/2004	0.7	1	DWR
10/9/2004	0.9	1	DWR
10/10/2004	1.2	1	DWR
10/11/2004	1	1	DWR
10/12/2004	0.8	1	DWR
10/13/2004	0.6	1	DWR
10/14/2004	0.6	1	DWR
10/15/2004	0.6	1	DWR
10/16/2004	0.6	1	DWR
10/17/2004	2.1	1	DWR
10/18/2004	2.5	1	DWR
10/19/2004	2.3	1	DWR
10/20/2004	2.3	1	DWR
10/21/2004	1.1	1	DWR
10/22/2004	1	1	DWR
10/23/2004	42	55	DWR
10/24/2004	21	1	DWR
10/25/2004	13	1	DWR
10/26/2004	16	1	DWR
10/27/2004	11	1	DWR
10/28/2004	9.1	1	DWR
10/29/2004	9.6	1	DWR
10/30/2004	9.4	1	DWR
10/31/2004	8.6	1	DWR
11/1/2004	7.5	1	DWR
11/2/2004	7	1	DWR
11/3/2004	14	1	DWR
11/4/2004	10	1	DWR
11/5/2004	11	1	DWR
11/6/2004	10	1	DWR
11/7/2004	8.1	1	DWR
11/8/2004	8.7	1	DWR
11/9/2004	9.4	1	DWR
11/10/2004	12	1	DWR
11/11/2004	12	1	DWR
11/12/2004	11	1	DWR
11/13/2004	11	1	DWR
11/14/2004	11	1	DWR
11/15/2004	11	1	DWR
11/16/2004	11	1	DWR
11/17/2004	12	1	DWR
11/18/2004	11	1	DWR
11/19/2004	11	1	DWR
11/20/2004	10	1	DWR
11/21/2004	9.5	1	DWR
11/22/2004	9.3	1	DWR
11/23/2004	9.2	1	DWR
11/24/2004	9	1	DWR
11/25/2004	16	1	DWR
11/26/2004	19	1	DWR
11/27/2004	16	1	DWR
11/28/2004	12	1	DWR
11/29/2004	11	1	DWR
11/30/2004	11	1	DWR
12/1/2004	11	1	DWR
12/2/2004	10	1	DWR
12/3/2004	9.7	1	DWR
12/4/2004	10	1	DWR
12/5/2004	10	1	DWR
12/6/2004	11	1	DWR
12/7/2004	17	1	DWR
12/8/2004		160	DWR
12/9/2004	258	55	DWR
12/10/2004	132	1	DWR
12/11/2004	83	1	DWR
12/12/2004	70	1	DWR
12/13/2004	63	1	DWR
12/14/2004	62	1	DWR
12/15/2004	54	1	DWR
12/16/2004	45	1	DWR
12/17/2004	40	1	DWR
12/18/2004	36	1	DWR
12/19/2004	35	1	DWR
